Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ECR,Chrome 67.0.3396.87,,2018-06-26 16:55:30,2018-06-26 17:01:54,6m - 24.801s,PASSED
,,,,,,
Test Cases/ECR/TestCases/ECR__Approve_DataDriven,Chrome 67.0.3396.87,,2018-06-26 16:55:31,2018-06-26 17:01:50,6m - 19.599s,PASSED
com.helper.commonfunct.commonutilities.login,Chrome 67.0.3396.87,,2018-06-26 16:55:33,2018-06-26 16:56:22,48.970s,PASSED
Statement - WOID = WOID,Chrome 67.0.3396.87,,2018-06-26 16:56:22,2018-06-26 16:56:22,0.001s,PASSED
com.helper.commonfunct.commonutilities.search,Chrome 67.0.3396.87,,2018-06-26 16:56:22,2018-06-26 16:57:03,40.940s,PASSED
switchToFrame,Chrome 67.0.3396.87,,2018-06-26 16:57:03,2018-06-26 16:57:09,6.104s,PASSED
com.helper.commonfunct.commonutilities.searchStatus,Chrome 67.0.3396.87,,2018-06-26 16:57:09,2018-06-26 16:57:40,31.282s,PASSED
"Statement - While (WOSTATUS.contains(""PENDING"") && AssignmentList.size() > 0)",Chrome 67.0.3396.87,,2018-06-26 16:57:40,2018-06-26 17:01:50,4m - 10.111s,PASSED
